Date,Close,Open,High,Low,Volume,Percent
2017/11/3,23539.19 ,23549.59 ,23557.06 ,23481.57 ,312.25M,0.10%
2017/11/4,23539.19 ,23549.59 ,23557.06 ,23481.57 ,312.25M,0.10%
2017/11/5,23539.19 ,23549.59 ,23557.06 ,23481.57 ,312.25M,0.10%
2017/11/6,23548.42 ,23533.96 ,23574.86 ,23520.75 ,325.19M,0.04%
2017/11/7,23557.23 ,23574.03 ,23602.12 ,23484.19 ,285.08M,0.04%
2017/11/8,23563.36 ,23542.60 ,23575.00 ,23510.56 ,264.67M,0.03%
2017/11/9,23461.94 ,23492.09 ,23516.74 ,23310.02 ,305.44M,-0.43%
2017/11/10,23422.21 ,23432.71 ,23452.20 ,23392.96 ,351.28M,-0.17%
2017/11/11,23422.21 ,23432.71 ,23452.20 ,23392.96 ,351.28M,-0.17%
2017/11/12,23422.21 ,23432.71 ,23452.20 ,23392.96 ,351.28M,-0.17%
2017/11/13,23439.70 ,23367.47 ,23461.68 ,23343.34 ,491.26M,0.07%
2017/11/14,23409.47 ,23388.40 ,23414.08 ,23271.57 ,561.33M,-0.13%
2017/11/15,23271.28 ,23334.59 ,23344.99 ,23242.75 ,404.30M,-0.59%
2017/11/16,23458.36 ,23365.34 ,23492.19 ,23365.34 ,402.02M,0.80%
2017/11/17,23358.24 ,23433.77 ,23433.77 ,23356.01 ,386.00M,-0.43%
2017/11/18,23358.24 ,23433.77 ,23433.77 ,23356.01 ,386.00M,-0.43%
2017/11/19,23358.24 ,23433.77 ,23433.77 ,23356.01 ,386.00M,-0.43%
2017/11/20,23430.33 ,23370.71 ,23456.88 ,23360.58 ,315.33M,0.31%
2017/11/21,23590.83 ,23500.15 ,23617.80 ,23500.15 ,329.65M,0.69%
2017/11/22,23526.18 ,23597.24 ,23605.77 ,23507.61 ,268.76M,-0.27%
2017/11/23,23526.18 ,23597.24 ,23605.77 ,23507.61 ,268.76M,-0.27%
2017/11/24,23557.99 ,23552.75 ,23599.18 ,23551.59 ,118.61M,0.14%
2017/11/25,23557.99 ,23552.75 ,23599.18 ,23551.59 ,118.61M,0.14%
2017/11/26,23557.99 ,23552.75 ,23599.18 ,23551.59 ,118.61M,0.14%
2017/11/27,23580.78 ,23552.86 ,23638.92 ,23545.02 ,296.32M,0.10%
2017/11/28,23836.71 ,23625.19 ,23849.61 ,23617.11 ,319.24M,1.09%
2017/11/29,23940.68 ,23883.26 ,23959.76 ,23872.59 ,401.41M,0.44%
2017/11/30,24272.35 ,24013.80 ,24327.82 ,24013.80 ,488.20M,1.39%
2017/12/1,24231.59 ,24305.40 ,24322.06 ,23921.90 ,417.91M,-0.17%
2017/12/2,24231.59 ,24305.40 ,24322.06 ,23921.90 ,417.91M,-0.17%
2017/12/3,24231.59 ,24305.40 ,24322.06 ,23921.90 ,417.91M,-0.17%
2017/12/4,24290.05 ,24424.11 ,24534.04 ,24288.19 ,424.25M,0.24%
2017/12/5,24180.64 ,24335.01 ,24349.74 ,24155.28 ,371.19M,-0.45%
2017/12/6,24140.91 ,24157.85 ,24229.19 ,24134.49 ,312.72M,-0.16%
2017/12/7,24211.48 ,24116.60 ,24262.88 ,24101.24 ,319.06M,0.29%
2017/12/8,24329.16 ,24263.26 ,24330.12 ,24225.50 ,293.59M,0.49%
2017/12/9,24329.16 ,24263.26 ,24330.12 ,24225.50 ,293.59M,0.49%
2017/12/10,24329.16 ,24263.26 ,24330.12 ,24225.50 ,293.59M,0.49%
2017/12/11,24386.03 ,24338.11 ,24389.72 ,24314.74 ,300.58M,0.23%
2017/12/12,24504.80 ,24452.96 ,24552.97 ,24443.83 ,342.22M,0.49%
2017/12/13,24585.43 ,24525.19 ,24666.02 ,24518.30 ,325.28M,0.33%
2017/12/14,24508.66 ,24631.01 ,24672.48 ,24508.66 ,314.78M,-0.31%
2017/12/15,24651.74 ,24585.71 ,24688.62 ,24584.44 ,635.74M,0.58%
2017/12/16,24651.74 ,24585.71 ,24688.62 ,24584.44 ,635.74M,0.58%
2017/12/17,24651.74 ,24585.71 ,24688.62 ,24584.44 ,635.74M,0.58%
2017/12/18,24792.20 ,24739.56 ,24876.07 ,24739.56 ,354.88M,0.57%
2017/12/19,24754.75 ,24834.38 ,24850.11 ,24715.60 ,335.33M,-0.15%
2017/12/20,24726.65 ,24838.09 ,24852.44 ,24697.11 ,341.79M,-0.11%
2017/12/21,24782.29 ,24778.26 ,24850.91 ,24766.27 ,339.53M,0.23%
2017/12/22,24754.06 ,24764.04 ,24784.15 ,24717.51 ,255.14M,-0.11%
2017/12/23,24754.06 ,24764.04 ,24784.15 ,24717.51 ,255.14M,-0.11%
2017/12/24,24754.06 ,24764.04 ,24784.15 ,24717.51 ,255.14M,-0.11%
2017/12/25,24754.06 ,24764.04 ,24784.15 ,24717.51 ,255.14M,-0.11%
2017/12/26,24746.21 ,24715.84 ,24778.13 ,24708.42 ,208.29M,-0.03%
2017/12/27,24774.30 ,24766.52 ,24789.52 ,24731.68 ,225.89M,0.11%
2017/12/28,24837.51 ,24807.21 ,24839.23 ,24797.13 ,200.96M,0.26%
2017/12/29,24719.22 ,24849.63 ,24871.66 ,24719.22 ,270.76M,-0.48%
2017/12/30,24719.22 ,24849.63 ,24871.66 ,24719.22 ,270.76M,-0.48%
2017/12/31,24719.22 ,24849.63 ,24871.66 ,24719.22 ,270.76M,-0.48%
2018/1/1,24719.22 ,24849.63 ,24871.66 ,24719.22 ,270.76M,-0.48%
2018/1/2,24824.01 ,24809.35 ,24864.19 ,24741.70 ,341.13M,0.42%
2018/1/3,24922.68 ,24850.45 ,24941.92 ,24825.55 ,456.79M,0.40%
2018/1/4,25075.13 ,24964.86 ,25105.96 ,24963.27 ,403.28M,0.61%
2018/1/5,25295.87 ,25114.92 ,25299.79 ,25112.01 ,358.02M,0.88%
2018/1/6,25295.87 ,25114.92 ,25299.79 ,25112.01 ,358.02M,0.88%
2018/1/7,25295.87 ,25114.92 ,25299.79 ,25112.01 ,358.02M,0.88%
2018/1/8,25283.00 ,25308.40 ,25311.99 ,25235.41 ,341.39M,-0.05%
2018/1/9,25385.80 ,25312.05 ,25439.78 ,25308.41 ,333.49M,0.41%
2018/1/10,25369.13 ,25348.13 ,25404.92 ,25256.99 ,341.47M,-0.07%
2018/1/11,25574.73 ,25398.60 ,25575.42 ,25396.19 ,346.83M,0.81%
2018/1/12,25803.19 ,25638.39 ,25810.43 ,25633.08 ,376.39M,0.89%
2018/1/13,25803.19 ,25638.39 ,25810.43 ,25633.08 ,376.39M,0.89%
2018/1/14,25803.19 ,25638.39 ,25810.43 ,25633.08 ,376.39M,0.89%
2018/1/15,25803.19 ,25638.39 ,25810.43 ,25633.08 ,376.39M,0.89%
2018/1/16,25792.86 ,25987.62 ,26086.12 ,25702.99 ,606.52M,-0.04%
2018/1/17,26115.65 ,25910.78 ,26130.45 ,25865.02 ,522.72M,1.25%
2018/1/18,26017.81 ,26149.55 ,26153.42 ,25947.32 ,492.78M,-0.37%
2018/1/19,26071.72 ,25987.35 ,26071.72 ,25942.83 ,585.00M,0.21%
2018/1/20,26071.72 ,25987.35 ,26071.72 ,25942.83 ,585.00M,0.21%
2018/1/21,26071.72 ,25987.35 ,26071.72 ,25942.83 ,585.00M,0.21%
2018/1/22,26214.60 ,26025.32 ,26215.23 ,25974.65 ,431.20M,0.55%
2018/1/23,26210.81 ,26214.87 ,26246.19 ,26143.90 ,433.49M,-0.01%
2018/1/24,26252.12 ,26282.07 ,26392.80 ,26106.94 ,518.79M,0.16%
2018/1/25,26392.79 ,26313.06 ,26458.25 ,26259.72 ,401.39M,0.54%
2018/1/26,26616.71 ,26466.74 ,26616.71 ,26425.35 ,477.78M,0.85%
2018/1/27,26616.71 ,26466.74 ,26616.71 ,26425.35 ,477.78M,0.85%
2018/1/28,26616.71 ,26466.74 ,26616.71 ,26425.35 ,477.78M,0.85%
2018/1/29,26439.48 ,26584.28 ,26608.90 ,26435.34 ,421.00M,-0.67%
2018/1/30,26076.89 ,26198.45 ,26256.99 ,26028.42 ,448.33M,-1.37%
2018/1/31,26149.39 ,26268.17 ,26338.03 ,26050.98 ,479.13M,0.28%
2018/2/1,26186.71 ,26083.04 ,26306.70 ,26014.44 ,410.62M,0.14%
2018/2/2,25520.96 ,26061.79 ,26061.79 ,25490.66 ,522.88M,-2.54%
2018/2/3,25520.96 ,26061.79 ,26061.79 ,25490.66 ,522.88M,-2.54%
2018/2/4,25520.96 ,26061.79 ,26061.79 ,25490.66 ,522.88M,-2.54%
2018/2/5,24345.75 ,25337.87 ,25520.53 ,23923.88 ,714.45M,-4.60%
2018/2/6,24912.77 ,24085.17 ,24946.23 ,23778.74 ,823.94M,2.33%
2018/2/7,24893.35 ,24892.87 ,25293.96 ,24785.44 ,504.62M,-0.08%
2018/2/8,23860.46 ,24902.30 ,24903.68 ,23849.23 ,657.50M,-4.15%
2018/2/9,24190.90 ,23992.67 ,24382.14 ,23360.29 ,735.03M,1.38%
2018/2/10,24190.90 ,23992.67 ,24382.14 ,23360.29 ,735.03M,1.38%
2018/2/11,24190.90 ,23992.67 ,24382.14 ,23360.29 ,735.03M,1.38%
2018/2/12,24601.27 ,24337.76 ,24765.16 ,24290.48 ,496.61M,1.70%
2018/2/13,24640.45 ,24540.33 ,24705.72 ,24421.03 ,374.41M,0.16%
2018/2/14,24893.49 ,24535.82 ,24925.95 ,24490.36 ,431.16M,1.03%
2018/2/15,25200.37 ,25047.82 ,25203.95 ,24809.42 ,416.78M,1.23%
2018/2/16,25219.38 ,25165.94 ,25432.42 ,25149.26 ,406.73M,0.08%
2018/2/17,25219.38 ,25165.94 ,25432.42 ,25149.26 ,406.73M,0.08%
2018/2/18,25219.38 ,25165.94 ,25432.42 ,25149.26 ,406.73M,0.08%
2018/2/19,25219.38 ,25165.94 ,25432.42 ,25149.26 ,406.73M,0.08%
2018/2/20,24964.75 ,25124.91 ,25179.01 ,24884.19 ,421.51M,-1.01%
2018/2/21,24797.78 ,24988.06 ,25267.99 ,24792.99 ,456.07M,-0.67%
2018/2/22,24962.48 ,24855.41 ,25156.72 ,24854.83 ,378.90M,0.66%
2018/2/23,25309.99 ,25050.51 ,25313.91 ,25028.73 ,335.42M,1.39%
2018/2/24,25309.99 ,25050.51 ,25313.91 ,25028.73 ,335.42M,1.39%
2018/2/25,25309.99 ,25050.51 ,25313.91 ,25028.73 ,335.42M,1.39%
2018/2/26,25709.27 ,25403.35 ,25732.80 ,25398.56 ,473.36M,1.58%
2018/2/27,25410.03 ,25735.78 ,25800.35 ,25407.83 ,438.39M,-1.16%
2018/2/28,25029.20 ,25485.15 ,25576.15 ,25022.42 ,451.87M,-1.50%
2018/3/1,24608.98 ,25024.04 ,25185.35 ,24442.56 ,506.28M,-1.68%
2018/3/2,24538.06 ,24394.91 ,24592.46 ,24217.76 ,437.13M,-0.29%
2018/3/3,24538.06 ,24394.91 ,24592.46 ,24217.76 ,437.13M,-0.29%
2018/3/4,24538.06 ,24394.91 ,24592.46 ,24217.76 ,437.13M,-0.29%
2018/3/5,24874.76 ,24471.31 ,24961.00 ,24387.15 ,383.91M,1.37%
2018/3/6,24884.12 ,24965.89 ,24995.24 ,24708.41 ,331.77M,0.04%
2018/3/7,24801.36 ,24758.15 ,24849.68 ,24535.12 ,394.07M,-0.33%
2018/3/8,24895.21 ,24853.41 ,24950.49 ,24703.05 ,327.30M,0.38%
2018/3/9,25335.74 ,25004.89 ,25336.33 ,25004.89 ,371.57M,1.77%
2018/3/10,25335.74 ,25004.89 ,25336.33 ,25004.89 ,371.57M,1.77%
2018/3/11,25335.74 ,25004.89 ,25336.33 ,25004.89 ,371.57M,1.77%
2018/3/12,25178.61 ,25372.44 ,25449.15 ,25152.02 ,362.58M,-0.62%
2018/3/13,25007.03 ,25257.75 ,25376.40 ,24947.50 ,447.88M,-0.68%
2018/3/14,24758.12 ,25086.97 ,25130.12 ,24668.83 ,356.83M,-1.00%
2018/3/15,24873.66 ,24837.29 ,25053.87 ,24753.29 ,316.31M,0.47%
2018/3/16,24946.51 ,24877.34 ,25031.00 ,24857.09 ,654.24M,0.29%
2018/3/17,24946.51 ,24877.34 ,25031.00 ,24857.09 ,654.24M,0.29%
2018/3/18,24946.51 ,24877.34 ,25031.00 ,24857.09 ,654.24M,0.29%
2018/3/19,24610.91 ,24893.69 ,24893.69 ,24453.14 ,377.99M,-1.35%
2018/3/20,24727.27 ,24650.64 ,24803.61 ,24650.64 ,342.51M,0.47%
2018/3/21,24682.31 ,24723.49 ,24977.65 ,24655.40 ,343.23M,-0.18%
2018/3/22,23957.89 ,24526.01 ,24526.01 ,23938.74 ,439.28M,-2.93%
2018/3/23,23533.20 ,23995.18 ,24108.47 ,23509.06 ,482.55M,-1.77%
2018/3/24,23533.20 ,23995.18 ,24108.47 ,23509.06 ,482.55M,-1.77%
2018/3/25,23533.20 ,23995.18 ,24108.47 ,23509.06 ,482.55M,-1.77%
2018/3/26,24202.60 ,23825.74 ,24232.30 ,23741.22 ,479.54M,2.84%
2018/3/27,23857.71 ,24276.62 ,24446.22 ,23708.73 ,524.48M,-1.43%
2018/3/28,23848.42 ,23883.08 ,24092.47 ,23728.67 ,530.04M,-0.04%
2018/3/29,24103.11 ,23949.18 ,24314.30 ,23928.13 ,463.55M,1.07%
2018/3/30,24103.11 ,23949.18 ,24314.30 ,23928.13 ,463.55M,1.07%
2018/3/31,24103.11 ,23949.18 ,24314.30 ,23928.13 ,463.55M,1.07%
2018/4/1,24103.11 ,23949.18 ,24314.30 ,23928.13 ,463.55M,1.07%
2018/4/2,23644.19 ,24076.60 ,24123.80 ,23344.52 ,509.82M,-1.90%
2018/4/3,24033.36 ,23698.33 ,24044.35 ,23664.33 ,394.13M,1.65%
2018/4/4,24264.30 ,23654.15 ,24308.96 ,23523.16 ,388.54M,0.96%
2018/4/5,24505.22 ,24313.91 ,24622.26 ,24313.91 ,347.79M,0.99%
2018/4/6,23932.76 ,24373.60 ,24434.40 ,23738.20 ,395.99M,-2.34%
2018/4/7,23932.76 ,24373.60 ,24434.40 ,23738.20 ,395.99M,-2.34%
2018/4/8,23932.76 ,24373.60 ,24434.40 ,23738.20 ,395.99M,-2.34%
2018/4/9,23979.10 ,24037.52 ,24373.18 ,23954.83 ,380.79M,0.19%
2018/4/10,24408.00 ,24198.95 ,24511.35 ,24198.95 ,368.59M,1.79%
2018/4/11,24189.45 ,24274.19 ,24366.57 ,24150.87 ,286.36M,-0.90%
2018/4/12,24483.05 ,24302.82 ,24592.12 ,24302.82 ,336.13M,1.21%
2018/4/13,24360.14 ,24582.82 ,24646.45 ,24243.74 ,331.89M,-0.50%
2018/4/14,24360.14 ,24582.82 ,24646.45 ,24243.74 ,331.89M,-0.50%
2018/4/15,24360.14 ,24582.82 ,24646.45 ,24243.74 ,331.89M,-0.50%
2018/4/16,24573.04 ,24483.15 ,24675.36 ,24480.20 ,305.07M,0.87%
2018/4/17,24786.63 ,24681.79 ,24858.97 ,24681.79 ,342.41M,0.87%
2018/4/18,24748.07 ,24820.85 ,24832.54 ,24721.09 ,302.03M,-0.16%
2018/4/19,24664.89 ,24711.30 ,24762.48 ,24557.03 ,381.11M,-0.34%
2018/4/20,24462.94 ,24657.39 ,24678.07 ,24375.04 ,537.77M,-0.82%
2018/4/21,24462.94 ,24657.39 ,24678.07 ,24375.04 ,537.77M,-0.82%
2018/4/22,24462.94 ,24657.39 ,24678.07 ,24375.04 ,537.77M,-0.82%
2018/4/23,24448.69 ,24488.07 ,24536.89 ,24328.54 ,351.03M,-0.06%
2018/4/24,24024.13 ,24579.94 ,24579.94 ,23828.73 ,468.18M,-1.74%
2018/4/25,24083.83 ,24070.20 ,24146.34 ,23823.08 ,437.10M,0.25%
2018/4/26,24322.34 ,24128.72 ,24402.46 ,24128.72 ,390.36M,0.99%
2018/4/27,24311.19 ,24342.14 ,24359.38 ,24194.45 ,392.81M,-0.05%
2018/4/28,24311.19 ,24342.14 ,24359.38 ,24194.45 ,392.81M,-0.05%
2018/4/29,24311.19 ,24342.14 ,24359.38 ,24194.45 ,392.81M,-0.05%
2018/4/30,24163.15 ,24410.41 ,24498.23 ,24163.08 ,416.65M,-0.61%
2018/5/1,24099.05 ,24117.29 ,24117.29 ,23808.19 ,380.07M,-0.27%
2018/5/2,23924.98 ,24097.63 ,24185.52 ,23886.30 ,385.35M,-0.72%
2018/5/3,23930.15 ,23836.23 ,23996.15 ,23531.31 ,389.24M,0.02%
2018/5/4,24262.51 ,23865.22 ,24333.35 ,23778.87 ,329.48M,1.39%
2018/5/5,24262.51 ,23865.22 ,24333.35 ,23778.87 ,329.48M,1.39%
2018/5/6,24262.51 ,23865.22 ,24333.35 ,23778.87 ,329.48M,1.39%
2018/5/7,24357.32 ,24317.66 ,24479.45 ,24263.42 ,307.67M,0.39%
2018/5/8,24360.21 ,24341.35 ,24412.34 ,24198.34 ,344.94M,0.01%
2018/5/9,24542.54 ,24399.18 ,24586.48 ,24323.87 ,361.58M,0.75%
2018/5/10,24739.53 ,24591.66 ,24794.99 ,24575.91 ,304.21M,0.80%
2018/5/11,24831.17 ,24758.64 ,24868.65 ,24717.50 ,274.15M,0.37%
2018/5/12,24831.17 ,24758.64 ,24868.65 ,24717.50 ,274.15M,0.37%
2018/5/13,24831.17 ,24758.64 ,24868.65 ,24717.50 ,274.15M,0.37%
2018/5/14,24899.41 ,24879.37 ,24994.19 ,24862.52 ,282.86M,0.27%
2018/5/15,24706.41 ,24809.55 ,24809.55 ,24629.39 ,301.90M,-0.78%
2018/5/16,24768.93 ,24722.32 ,24801.19 ,24672.79 ,280.81M,0.25%
2018/5/17,24713.98 ,24752.40 ,24839.49 ,24639.40 ,314.65M,-0.22%
2018/5/18,24715.09 ,24707.72 ,24774.97 ,24664.87 ,269.70M,0.00%
2018/5/19,24715.09 ,24707.72 ,24774.97 ,24664.87 ,269.70M,0.00%
2018/5/20,24715.09 ,24707.72 ,24774.97 ,24664.87 ,269.70M,0.00%
2018/5/21,25013.29 ,24883.06 ,25086.49 ,24883.06 ,308.92M,1.21%
2018/5/22,24834.41 ,25047.55 ,25064.99 ,24812.06 ,288.20M,-0.72%
2018/5/23,24886.81 ,24757.71 ,24889.46 ,24667.12 ,399.61M,0.21%
2018/5/24,24811.76 ,24877.36 ,24877.36 ,24605.90 ,347.05M,-0.30%
2018/5/25,24753.09 ,24781.29 ,24824.22 ,24687.81 ,257.21M,-0.24%
2018/5/26,24753.09 ,24781.29 ,24824.22 ,24687.81 ,257.21M,-0.24%
2018/5/27,24753.09 ,24781.29 ,24824.22 ,24687.81 ,257.21M,-0.24%
2018/5/28,24753.09 ,24781.29 ,24824.22 ,24687.81 ,257.21M,-0.24%
2018/5/29,24361.45 ,24606.59 ,24635.18 ,24247.84 ,395.81M,-1.58%
2018/5/30,24667.78 ,24467.83 ,24714.48 ,24459.09 ,324.87M,1.26%
2018/5/31,24415.84 ,24620.79 ,24620.79 ,24352.15 ,429.74M,-1.02%
2018/6/1,24635.21 ,24542.09 ,24673.60 ,24542.09 ,315.71M,0.90%
2018/6/2,24635.21 ,24542.09 ,24673.60 ,24542.09 ,315.71M,0.90%
2018/6/3,24635.21 ,24542.09 ,24673.60 ,24542.09 ,315.71M,0.90%
2018/6/4,24813.69 ,24727.55 ,24859.37 ,24722.14 ,340.40M,0.72%
2018/6/5,24799.98 ,24820.12 ,24838.78 ,24710.82 ,306.34M,-0.06%
2018/6/6,25146.39 ,24854.14 ,25146.46 ,24854.14 ,316.09M,1.40%
2018/6/7,25241.41 ,25192.14 ,25326.09 ,25164.48 ,357.68M,0.38%
2018/6/8,25316.53 ,25209.29 ,25325.63 ,25165.70 ,317.51M,0.30%
2018/6/9,25316.53 ,25209.29 ,25325.63 ,25165.70 ,317.51M,0.30%
2018/6/10,25316.53 ,25209.29 ,25325.63 ,25165.70 ,317.51M,0.30%
2018/6/11,25322.31 ,25336.67 ,25402.83 ,25290.20 ,276.74M,0.02%
2018/6/12,25320.73 ,25346.82 ,25364.37 ,25247.04 ,265.75M,-0.01%
2018/6/13,25201.20 ,25328.65 ,25362.07 ,25191.42 ,329.70M,-0.47%
2018/6/14,25175.31 ,25254.65 ,25332.50 ,25138.60 ,341.17M,-0.10%
2018/6/15,25090.48 ,25116.71 ,25130.82 ,24894.38 ,659.37M,-0.34%
2018/6/16,25090.48 ,25116.71 ,25130.82 ,24894.38 ,659.37M,-0.34%
